Contract Number,RS- Name,Account Name,Account ID
419300,CenDak Cooperative,CenDak Cooperative,0010g00001b8YFc
419298,ADM Fertilizer Division of Archer Daniels Midland,ADM (OK/TX),0014u000024A96q
419290,Hawkins Inc,Hawkins Inc,0017000000yIT0d
419289,Dakota Agronomy Partners LLC,Dakota Agronomy Partners LLC,0017000000yW3yc
419271,Crystal Valley Cooperative,Crystal Valley Cooperative,0017000000yIV0R
419267,Nutrien Ag Solutions Inc,Washington (Nutrien),0014u00001nDYzE
419266,Agri Trails Coop Inc,Agri Trails Coop Inc,0017000001OOzNE
419265,GROWMARK INC,East Coast (Growmark),0010g00001mL1ih
419264,GROWMARK INC,East Coast (Growmark),0010g00001mL1ih
419263,GROWMARK INC,East Coast (Growmark),0010g00001mL1ih
419261,Rocky Mountain Agronomy Center LLC,Rocky Mountain Agronomy Center LLC,0017000000yW3aU
419260,Martins Elevators Inc,Martins Elevators Inc,0017000000yIUhb
419257,Helena Agri-Enterprises LLC,"Helena (S. Delta, S. Texas Division)",0010g00001m2UBM
419256,Falcon Fertilizer Inc,Falcon Fertilizer Inc,0017000000yIUzN
419255,CHS INC,CHS Inc (MI/OH/IN),0010g00001m5dZC
419254,Falcon Fertilizer Inc,Falcon Fertilizer Inc,0017000000yIUzN
419253,International Chemical Company,Interchem Nebraska,0014u000025RvP5
419252,Mid State Farmers Coop,Mid State Farmers Coop,0010g00001bqImm
419251,Barber Chemicals LLC,Barber Chemicals LLC,0017000000yIUXo
419250,Landmark Services Cooperative dba ALCIVIA,Landmark Services Cooperative dba ALCIVIA,0017000000yIUvX
419249,Crystal Valley Cooperative,Crystal Valley Cooperative,0017000000yIV0R
419247,Winfield Solutions LLC,Winfield (OK/TX),0010g00001mLIzb
419244,Falcon Fertilizer Inc,Falcon Fertilizer Inc,0017000000yIUzN
419243,International Chemical Company,Interchem Southern Plains,0014u000025RvP0
419221,T-L Irrigation Co.,T-L Irrigation Co.,0017000000yIUbf
419219,Pacific Coast Resources Corporation,Pacific Coast Resources Corporation,0017000000yW3qo
419213,CHS INC,CHS INC,0017000000yIV1Q
419210,Rocky Mountain Agronomics Inc,Rocky Mountain Agronomics Inc,0017000000yW3aV
419209,Garber Cooperative Association,Garber Cooperative Association,0017000000yIUyN
419208,Dakota Agronomy Partners LLC,Dakota Agronomy Partners LLC,0017000000yW3yc
419207,SGI Ag Services LLC,SGI Ag Services LLC,0010g00001df9hd
419206,Stafford Farms,Stafford Farms,0017000000yW3ZH
419201,Interoceanic Corporation,Interoceanic Corporation,0017000000yIUx9
419198,CHS INC,CHS Inc (MI/OH/IN),0010g00001m5dZC
419195,Falcon Fertilizer Inc,Falcon Fertilizer Inc,0017000000yIUzN
419193,USA for Cooperative Farmers Elevator (Rock Valley),Cooperative Farmers Elevator (Rock Valley),0017000000yW3ga
419192,Minn-Kota Ag Products Inc,Minn-Kota Ag Products Inc,0017000000yIUWz
419187,Nutrien Ag Solutions Inc,Nutrien (Southern High Plains - Plains / Cornbelt),0010g00001ljvBW
419184,Helena Agri-Enterprises LLC,Helena (MI/IN/OH),0014u0000249t97
419183,Nutrien Ag Solutions Inc,Coastal Plains  - South (Nutrien),0010g00001ljvBu
419165,Nutrien Ag Solutions Inc,Nutrien (Northern High Plains - Plains / Cornbelt),0010g00001ljvBX
419155,Carolina Eastern Inc,Carolina Eastern Inc,0017000000yIW4K
419154,Carolina Eastern Inc,Carolina Eastern Inc,0017000000yIW4K
419153,Carolina Eastern Inc,Carolina Eastern Inc,0017000000yIW4K
419151,Poole Chemical Inc (Texline TX),Poole Chemical Inc (Texline TX),0017000000yIUsJ
419150,Poole Chemical Inc (Texline TX),Poole Chemical Inc (Texline TX),0017000000yIUsJ
419148,Howard Johnsons Enterprises Inc,Howard Johnsons Enterprises Inc,0017000000yW3uk
419146,Carolina Eastern Inc,Carolina Eastern Inc,0017000000yIW4K
419143,Simplot AB Retail Inc dba Simplot Grower Solutions,J R Simplot (Northern Plains),0014u000025Rvxo
419137,Osakis Creamery Association,Osakis Creamery Association,0010g00001df95L
419124,Red Star Yeast Company LLC,Red Star Yeast Company LLC,0017000000yW3pe
419095,Nutrien Ag Solutions Inc,East Coast/South (Nutrien),0010g00001ljvBn
419093,Carolina Eastern Inc,Carolina Eastern Inc,0017000000yIW4K
419091,The Purchasing Group LLC for Skyland Grain LLC,The Purchasing Group LLC for Skyland Grain LLC,0017000000yIUpr
419090,The Purchasing Group LLC for Skyland Grain LLC,The Purchasing Group LLC for Skyland Grain LLC,0017000000yIUpr
419088,Winfield Solutions LLC,Winfield (OK/TX),0010g00001mLIzb
419086,Kugler Oil Company,Kugler Oil Company,0017000000yIUve
419085,Kugler Oil Company,Kugler Oil Company,0017000000yIUve
419083,Helena Agri-Enterprises LLC,"Helena (S. Delta, S. Texas Division)",0010g00001m2UBM
419080,Beachner Grain Inc,Beachner Grain Inc,0017000000yW3jT
419079,Charlie's Feed & Fertilizer LLC,Charlie's Feed & Fertilizer LLC,0010g00001iRKVb
419077,GROWMARK INC,East Coast (Growmark),0010g00001mL1ih
419076,Wilbur-Ellis Company,Wilbur-Ellis (California),0014u00001nDL4w
419074,The Purchasing Group LLC for Skyland Grain LLC,The Purchasing Group LLC for Skyland Grain LLC,0017000000yIUpr
419067,Nutrien Ag Solutions Inc,Washington (Nutrien),0014u00001nDYzE
419059,Winfield Solutions LLC,Winfield (OK/TX),0010g00001mLIzb
419057,Winfield Solutions LLC,Winfield (OK/TX),0010g00001mLIzb
419056,Dakota Agronomy Partners LLC,Dakota Agronomy Partners LLC,0017000000yW3yc
419050,Creston Fertilizer Co Inc,Creston Fertilizer Co Inc,0017000000yIV0V
419047,The Plaza Group Inc,The Plaza Group Inc,0017000000yIUaf
419042,Nutrien Ag Solutions Inc,East Coast/South (Nutrien),0010g00001ljvBn
419041,Nutrien Ag Solutions Inc,East Coast/South (Nutrien),0010g00001ljvBn
419022,Falcon Fertilizer Inc,Falcon Fertilizer Inc,0017000000yIUzN
419018,Farmers Cooperative Elevator Co (Garden Plain),Farmers Cooperative Elevator Co (Garden Plain),0017000000yW3wp
419017,GROWMARK INC,East Coast (Growmark),0010g00001mL1ih
419010,Sinclair Elevator Inc,Farmers Win Cooperative,0017000000yIT1b
419008,Nutrien Ag Solutions Inc,Coastal Plains  - South (Nutrien),0010g00001ljvBu
419007,Winfield Solutions LLC,Winfield (OK/TX),0010g00001mLIzb
419003,Lake County Farm Bureau Co-Op Assn Inc,Lake County Farm Bureau Co-Op Assn Inc,0017000000yIUva
419000,Wilbur-Ellis Company,Wilbur-Ellis Company,0017000000yIUoL
418999,Nutrien Ag Solutions Inc,Coastal Plains  - South (Nutrien),0010g00001ljvBu
418977,Falcon Fertilizer Inc,Falcon Fertilizer Inc,0017000000yIUzN
418962,GROWMARK INC,East Coast (Growmark),0010g00001mL1ih
418961,GROWMARK INC,East Coast (Growmark),0010g00001mL1ih
418960,GROWMARK INC,East Coast (Growmark),0010g00001mL1ih
418959,Carolina Eastern Inc,Carolina Eastern Inc,0017000000yIW4K
418958,GROWMARK INC,East Coast (Growmark),0010g00001mL1ih
418956,Nutrien Ag Solutions Inc,Washington (Nutrien),0014u00001nDYzE
418955,Byrite Farm Supply Inc,Byrite Farm Supply Inc,0017000000yIUj1
418954,Helena Agri-Enterprises LLC,Helena (E. NE/IA/MN Division),0010g00001nBAhQ
418953,Wilbur-Ellis Company,Wilbur Ellis (KS),0014u00001noVvu
418952,GROWMARK INC,East Coast (Growmark),0010g00001mL1ih
418951,Helena Agri-Enterprises LLC,"Helena (S. Delta, S. Texas Division)",0010g00001m2UBM
418949,CHS INC,CHS United Plains Ag,0017000000yIPdl
418948,Farmers Ag Service Inc,Farmers Ag Service Inc,0017000000yIQ4u
418946,MD Fertilizer LLC,MD Fertilizer LLC,0010g00001ePDWJ
418945,NEW Cooperative Inc,NEW Cooperative Inc,0017000000yIUtv
418944,Valley Co-op Inc            (Winfield  KS),Valley Co-op Inc            (Winfield  KS),0017000000yIUot
418940,Oakley Fertilizer Inc,Oakley Fertilizer Inc,0017000000yIUtL
418939,Agresource,Agresource,0017000000yIUq1
418938,CHS INC,CHS Northern Plains,0014u000025RwEf
418934,Nutrien Ag Solutions Inc,Eastern Illinois - Plains / Cornbelt (Nutrien),0010g00001ljvBZ
418933,Co-op Services Inc              (Lawton  OK),Co-op Services Inc              (Lawton  OK),0017000000yIV0l
418932,Oakley Fertilizer Inc,Oakley Fertilizer Inc,0017000000yIUtL
418930,Cunningham Farms Inc,Cunningham Farms Inc,0017000000yIV0Q
418929,Martins Elevators Inc,Martins Elevators Inc,0017000000yIUhb
418918,GROWMARK INC,East Coast (Growmark),0010g00001mL1ih
418915,Kirby Agri Inc,Kirby Agri Inc,0017000000yIUwU
418909,Pearl City Elevator Inc,Pearl City Elevator Inc,0017000000yIQz2
418903,H2 Ag Supply LLC,H2 Ag Supply LLC,0014u00001nEdrM
418900,Carolina Eastern Inc,Carolina Eastern Inc,0017000000yIW4K
418899,Carolina Eastern Inc,Carolina Eastern Inc,0017000000yIW4K
418898,Carolina Eastern Inc,Carolina Eastern Inc,0017000000yIW4K
418897,Carolina Eastern Inc,Carolina Eastern Inc,0017000000yIW4K
418896,Wilbur-Ellis Company,Wilbur-Ellis (Central Plains),0014u00001nCPom
418895,Farmward Cooperative,Farmward Cooperative,0017000000yIUxr
418885,Pinnacle Seed Inc dba Hefty Seeds,Pinnacle Seed Inc dba Hefty Seeds,0017000000yIV5o
418884,Lentz Fertilizer Inc,Lentz Fertilizer Inc,0017000000yIUvR
418883,Northside Elevator Inc,Northside Elevator Inc,0017000000yIUha
418882,Fleming Feed & Grain Inc,Fleming Feed & Grain Inc,0017000000yIUjT
418878,Pride Ag Resources,Pride Ag Resources,0017000000yIV02
418876,Wilbur-Ellis Company,Wilbur Ellis (IN/OH/MI),0014u00001nDYPa
418860,Intermountain Farmers Association,Intermountain Farmers Association,0017000000yIUxF
418859,Two Rivers Consumers Cooperative Assn Inc,Two Rivers Consumers Cooperative Assn Inc,0017000000yIUpR
418857,Jim Hicks & Company LLC,Jim Hicks & Company LLC,0017000000yIUwq
418856,Farmers Cooperative Association   (Snyder  OK),Farmers Cooperative Association   (Snyder  OK),0017000000yW3ws
418855,Sidell Agri Services Inc,Sidell Agri Services Inc,0017000000yIVzd
418854,McCune Farmers Union Coop Assoc,McCune Farmers Union Coop Assoc,0010g00001g7Hoj
418853,Winfield Solutions LLC,Winfield (KS/CO),0010g00001mLCW3
418852,Mid State Farmers Coop,Mid State Farmers Coop,0010g00001bqImm
418849,Oakley Fertilizer Inc,Oakley Fertilizer Inc,0017000000yIUtL
418848,CHS INC,CHS Inc (KS/CO),0014u00001noQmK
418847,USA for Ag Partners LLC,Ag Partners LLC,0017000000yIV3G
418846,Novus Ag LLC,Novus Ag LLC,0010g00001derCW
418845,Nutrien Ag Solutions Inc,South Plains - South (Nutrien),0010g00001ljvBm
418844,Juniper Ag,Juniper Ag,0014u00001t0QWK
418828,Falcon Fertilizer Inc,Falcon Fertilizer Inc,0017000000yIUzN
418827,Fruita Consumers Cooperative Assn,Fruita Consumers Cooperative Assn,0017000000yIQ8n
418825,Dishman Fertilizer Inc,Dishman Fertilizer Inc,0017000000yIPwW
418824,Nutrien Ag Solutions Inc,SD/MN - Plains / Cornbelt (Nutrien),0010g00001ljvBi
418823,Agresource,Agresource,0017000000yIUq1
418822,Dakota Agronomy Partners LLC,Dakota Agronomy Partners LLC,0017000000yW3yc
418820,Mulvane Cooperative Union Inc  (The),Mulvane Cooperative Union Inc  (The),0017000000yIUuF
418818,Mulvane Cooperative Union Inc  (The),Mulvane Cooperative Union Inc  (The),0017000000yIUuF
418817,Brenntag Southwest Inc,Brenntag Southwest Inc,0017000000yIV1j
418812,Two Rivers Consumers Cooperative Assn Inc,Two Rivers Consumers Cooperative Assn Inc,0017000000yIUpR
418810,Mid Kansas Cooperative Association,Mid Kansas Cooperative Association,0017000000yIUug
418808,Kanza Cooperative Association,Kanza Cooperative Association,0017000000yW3tc
418806,The Andersons Inc,The Andersons (IN/OH/MI),0014u000025RsaW
418805,Wilbur-Ellis Company,Wilbur Ellis (IN/OH/MI),0014u00001nDYPa
418804,Midway Co-Op Association,Midway Co-Op Association,0017000000yIQna
418797,International Chemical Company,Interchem Southern Plains,0014u000025RvP0
418796,Two Rivers Consumers Cooperative Assn Inc,Two Rivers Consumers Cooperative Assn Inc,0017000000yIUpR
418795,Anthony Farmers Coop Elevator Co,Anthony Farmers Coop Elevator Co,0017000000yIV2T
418794,Granite City Terminal LLC,Granite City Terminal LLC,0017000000yIUyA
418789,ADM Fertilizer Division of Archer Daniels Midland,ADM Fertilizer Division of Archer Daniels Midland,0017000000yIUjP
418788,Farmers Cooperative Elevator Company (Halstead),Farmers Cooperative Elevator Company (Halstead),0017000000yW3wo
418787,Dishman Fertilizer Inc,Dishman Fertilizer Inc,0017000000yIPwW
418784,Ag Producers Co-op,Ag Producers Co-op,00170000015TH8k
418783,GROWMARK INC,East Coast (Growmark),0010g00001mL1ih
418782,CHS INC,CHS Inc (MI/OH/IN),0010g00001m5dZC
418781,CHS INC,CHS Inc (MI/OH/IN),0010g00001m5dZC
418780,MO Valley Agri Service of Atchison County Inc dba Farmers Supply,MO Valley Agri Service of Atchison County Inc dba Farmers Supply,0017000000yIUbG
418779,Mulvane Cooperative Union Inc  (The),Mulvane Cooperative Union Inc  (The),0017000000yIUuF
418776,International Chemical Company,Interchem Nebraska,0014u000025RvP5
418773,GAPS FS LLC,GAPS FS LLC,0010g00001gNkRL
418770,The Purchasing Group LLC for Skyland Grain LLC,The Purchasing Group LLC for Skyland Grain LLC,0017000000yIUpr
418769,Helena Agri-Enterprises LLC,Helena (IL),0014u000024A2Db
418768,Dishman Fertilizer Inc,Dishman Fertilizer Inc,0017000000yIPwW
418767,Northern Ag Suppliers,Northern Ag Suppliers,0017000001QzhVz
418766,Winfield Solutions LLC,Winfield (KS/CO),0010g00001mLCW3
418765,Winfield Solutions LLC,Winfield (KS/CO),0010g00001mLCW3
418764,Mid Kansas Cooperative Association,Mid Kansas Cooperative Association,0017000000yIUug
418763,Intermountain Farmers Association,Intermountain Farmers Association,0017000000yIUxF
418762,ADM Fertilizer Division of Archer Daniels Midland,ADM Southern Plains,0014u000025RvuQ
418761,ADM Fertilizer Division of Archer Daniels Midland,ADM Southern Plains,0014u000025RvuQ
418760,Nutrien Ag Solutions Inc,Nutrien (Northern High Plains - Plains / Cornbelt),0010g00001ljvBX
418759,Farmers Win Cooperative,Farmers Win Cooperative,0017000000yIT1b
418758,Ceres Solutions Cooperative Inc,Ceres Solutions Cooperative Inc,0017000000yIUg2
418757,COG Marketers Ltd,COG Marketers (IA),0014u000025Rw9k
418756,GROWMARK INC,East Coast (Growmark),0010g00001mL1ih
418742,Nutrien Ag Solutions Inc,East Coast/South (Nutrien),0010g00001ljvBn
418726,Simplot AB Retail Sub Inc,J R Simplot (OK/TX),0014u000025RwC5
418724,Winfield Solutions LLC,Winfield (OK/TX),0010g00001mLIzb
418723,Valley Co-op Inc            (Winfield  KS),Valley Co-op Inc            (Winfield  KS),0017000000yIUot
418722,CenDak Cooperative,CenDak Cooperative,0010g00001b8YFc
418721,Helena Agri-Enterprises LLC,"Helena (S. Delta, S. Texas Division)",0010g00001m2UBM
418720,Wilbur-Ellis Company,Wilbur Ellis (IN/OH/MI),0014u00001nDYPa
418718,"Producers Cooperative Association (Girard, KS)","Producers Cooperative Association (Girard, KS)",0010g00001jjJ3k
418717,Georgia-Pacific Consumer Products LP (Muskogee OK),Georgia-Pacific Consumer Products LP (Muskogee OK),00170000013l0ve
418716,CHS Inc Retail,CHS Retail - Texas,0010g00001lk3CJ
418715,Helena Agri-Enterprises LLC,Helena (W. NE/KS/CO Division),0010g00001m2V10
418714,Wilbur-Ellis Company,Wilbur Ellis (KS),0014u00001noVvu
418708,ADM Fertilizer Division of Archer Daniels Midland,ADM Southern Plains,0014u000025RvuQ
418706,Spra Green Inc,Spra Green Inc,0017000000yIT5G
418705,Nutrien Ag Solutions Inc,Coastal Plains  - South (Nutrien),0010g00001ljvBu
418702,Valley Agronomics LLC,Valley Agronomics LLC,0017000000yIUou
418695,Mid Kansas Cooperative Association,Mid Kansas Cooperative Association,0017000000yIUug
418692,GROWMARK INC,East Coast (Growmark),0010g00001mL1ih
418691,Nutrien Ag Solutions Inc,ND/ NE MT/NW MN - Plains / Cornbelt (Nutrien),0010g00001ljvBj
418690,Madison's Great Western,Madison's Great Western,0010g00001bqeQ3
418689,Farmers Cooperative Elevator Co (Garden Plain),Farmers Cooperative Elevator Co (Garden Plain),0017000000yW3wp
418688,Stanislaus Farm Supply Company,Stanislaus Farm Supply Company,0017000000yITA4
418687,GROWMARK INC,East Coast (Growmark),0010g00001mL1ih
418686,Chem Gro Of Houghton Inc,Chem Gro Of Houghton Inc,0017000000yIV12
418685,CHS INC,CHS Inc (KS/CO),0014u00001noQmK
418683,Cimarron Valley Co-op Inc,Cimarron Valley Co-op Inc,0010g00001iRlq3
418682,Winfield Solutions LLC,Winfield (OK/TX),0010g00001mLIzb
418680,Camp Chemical Corporation,Camp Chemical Corporation,0017000000yW3iv
418677,Valley Agronomics LLC,Valley Agronomics LLC,0017000000yIUou
418676,Charlie's Feed & Fertilizer LLC,Charlie's Feed & Fertilizer LLC,0010g00001iRKVb
418675,International Chemical Company,Interchem Southern Plains,0014u000025RvP0
418674,O K Cooperative Grain & Mercantile Co,O K Cooperative Grain & Mercantile Co,0017000000yIUtP
418645,GROWMARK INC,East Coast (Growmark),0010g00001mL1ih
418642,B&R Fertilizer LLC,B&R Fertilizer LLC,0010g00001mLMKD
418641,Beachner Grain Inc,Beachner Grain Inc,0017000000yW3jT
418639,Mid-West Fertilizer LLC,Mid Kansas Cooperative Association,0017000000yIUug
418638,Richlawn Turf Food LLC dba Organix Supply LLC,Richlawn Turf Food LLC dba Organix Supply LLC,0017000000yIUhH
418637,Jackson Farmers Inc,Jackson Farmers Inc,0017000000yIUww
418636,ThorAg LLC,ThorAg LLC,0017000000yJDJ2
418635,Winfield Solutions LLC,Winfield (KS/CO),0010g00001mLCW3
418625,Wilbur-Ellis Company,Wilbur Ellis (IN/OH/MI),0014u00001nDYPa
418617,Valley Co-op Inc            (Winfield  KS),Valley Co-op Inc            (Winfield  KS),0017000000yIUot
418614,Clover Leaf Farm Supply LLC,Clover Leaf Farm Supply LLC,0017000000yIUXv
418613,The Farmers Cooperative Grain Association Conway Springs KS,The Farmers Cooperative Grain Association Conway Springs KS,0017000000yIW1q
418610,Winfield Solutions LLC,Winfield (OK/TX),0010g00001mLIzb
418607,GROWMARK INC,East Coast (Growmark),0010g00001mL1ih
418606,GROWMARK INC,East Coast (Growmark),0010g00001mL1ih
418605,GROWMARK INC,East Coast (Growmark),0010g00001mL1ih
418604,Farmers Cooperative Assn Inc (Columbus KS),Farmers Cooperative Assn Inc (Columbus KS),0017000000yW3wt
418603,Valley Co-op Inc            (Winfield  KS),Valley Co-op Inc            (Winfield  KS),0017000000yIUot
418602,The Farmers Cooperative Grain Association Conway Springs KS,The Farmers Cooperative Grain Association Conway Springs KS,0017000000yIW1q
418600,McCune Farmers Union Coop Assoc,McCune Farmers Union Coop Assoc,0010g00001g7Hoj
418599,Wilbur-Ellis Company,Wilbur Ellis (IN/OH/MI),0014u00001nDYPa
418598,International Chemical Company,Interchem Southern Plains,0014u000025RvP0
418597,Sur Gro Finance Inc,Sur Gro Finance Inc,0017000000yIUqL
418596,Sur Gro Finance Inc,Sur Gro Finance Inc,0017000000yIUqL
418595,Howard Johnsons Enterprises Inc,Howard Johnsons Enterprises Inc,0017000000yW3uk
418593,Heinen Brothers Agra Service Inc,Heinen Brothers Agra Service Inc,0017000000yIQHY
418592,Turnis Farm Service Inc,Turnis Farm Service Inc,0017000000yIUXW
418588,Farmers Cooperative Association   (Snyder  OK),Farmers Cooperative Association   (Snyder  OK),0017000000yW3ws
418587,Eurochem North American Corporation,Eurochem North American Corporation,0017000000yIUzS
418580,Mulvane Cooperative Union Inc  (The),Mulvane Cooperative Union Inc  (The),0017000000yIUuF
418579,Anthony Farmers Coop Elevator Co,Anthony Farmers Coop Elevator Co,0017000000yIV2T
418578,International Chemical Company,Interchem Southern Plains,0014u000025RvP0
418576,Caledonia Farmers Elevator,Caledonia Farmers Elevator,0017000000yIUia
418575,Caledonia Farmers Elevator,Caledonia Farmers Elevator,0017000000yIUia
418573,Wilbur-Ellis Company,Wilbur Ellis (IN/OH/MI),0014u00001nDYPa
418557,International Chemical Company,Interchem Southern Plains,0014u000025RvP0
418549,Farm Chemicals Inc,Farm Chemicals Inc,0017000000yIUzK
418548,Consumers Oil Company,Consumers Oil Company,0010g00001b8RC4
418547,Winfield Solutions LLC,Winfield (NE),0014u00001nDC8d
418546,International Chemical Company,Interchem Nebraska,0014u000025RvP5
418545,Nutrien Ag Solutions Inc,Central Valley/North Valley (Nutrien),0014u00001nDYyf
418544,Mid Kansas Cooperative Association,Mid Kansas Cooperative Association,0017000000yIUug
418541,Winfield Solutions LLC,Winfield (OK/TX),0010g00001mLIzb
418540,Winfield Solutions LLC,Winfield (OK/TX),0010g00001mLIzb
418539,Winfield Solutions LLC,Winfield (OK/TX),0010g00001mLIzb
418538,The Purchasing Group LLC for Skyland Grain LLC,The Purchasing Group LLC for Skyland Grain LLC,0017000000yIUpr
418535,"Producers Cooperative Association (Girard, KS)","Producers Cooperative Association (Girard, KS)",0010g00001jjJ3k
418534,NEW Cooperative Inc,NEW Cooperative Inc,0017000000yIUtv
418533,Viafield,Viafield,0017000001THQZj
418531,ADM Fertilizer Division of Archer Daniels Midland,ADM Southern Plains,0014u000025RvuQ
418530,The Farmers Cooperative Equity Co (Isabel  KS),The Farmers Cooperative Equity Co (Isabel  KS),0017000000yW3YW
418527,USA for Tama-Benton Coop Co,Tama-Benton Cooperative Co,0017000000yW3Yt
418524,LANDUS COOPERATIVE,LANDUS COOPERATIVE,0017000000yIUz4
418522,"R & C Supply, LC","R & C Supply, LC",0017000000yIUrx
418516,Simplot AB Retail Inc dba Simplot Grower Solutions,J R Simplot (Western US),0014u000025Rvw9
418513,Valley Co-op Inc            (Winfield  KS),Valley Co-op Inc            (Winfield  KS),0017000000yIUot
418512,Bleyhl Farm Service Inc,Bleyhl Farm Service Inc,0010g00001aJmVo
418509,Winfield Solutions LLC,Winfield (OK/TX),0010g00001mLIzb
418506,CHS INC,CHS Inc (KS/CO),0014u00001noQmK
418503,Nutrien Ag Solutions Inc,Coastal Plains  - South (Nutrien),0010g00001ljvBu
418502,ADM Fertilizer Division of Archer Daniels Midland,ADM Southern Plains,0014u000025RvuQ
418501,Agri Trails Coop Inc,Agri Trails Coop Inc,0017000001OOzNE
418500,Farmers Elevator & Exchange Inc,Farmers Elevator & Exchange Inc,0017000000yIV8d
418499,Nutrien Ag Solutions Inc,Coastal Plains  - South (Nutrien),0010g00001ljvBu
418495,Winfield Solutions LLC,Winfield (Iowa),0010g00001m5BvP
418494,Helena Agri-Enterprises LLC,Helena (MI/IN/OH),0014u0000249t97
418492,Rods Fertilizer & Sales Inc,Rods Fertilizer & Sales Inc,0017000000yIVvd
418491,Heinen Brothers Agra Service Inc,Heinen Brothers Agra Service Inc,0017000000yIQHY
418490,International Chemical Company,Interchem Southern Plains,0014u000025RvP0
418489,Helena Agri-Enterprises LLC,Helena (MI/IN/OH),0014u0000249t97
418488,Winfield Solutions LLC,Winfield (OK/TX),0010g00001mLIzb
418487,Leaf River Ag Service,Leaf River Ag Service,0017000001AiBNb
418486,Hawkins Inc,Hawkins Inc,0017000000yIT0d
418485,Grow More Inc,Grow More Inc,0017000000yW3fm
418484,Grow More Inc,Grow More Inc,0017000000yW3fm
418483,Nutrien Ag Solutions Inc,East Coast/South (Nutrien),0010g00001ljvBn
418438,Nutrien Ag Solutions Inc,W Iowa / NE Nebraska - Plains / Cornbelt (Nutrien),0010g00001ljvBk
418436,Simplot AB Retail Inc dba Simplot Grower Solutions,J R Simplot (Western US),0014u000025Rvw9
418433,MFA Incorporated,MFA Incorporated,0017000000yIUvC
418431,MFA Incorporated,MFA Incorporated,0017000000yIUvC
418429,McCune Farmers Union Coop Assoc,McCune Farmers Union Coop Assoc,0010g00001g7Hoj
418425,Wilbur-Ellis Company,Wilbur-Ellis (California),0014u00001nDL4w
418424,The Andersons Inc,The Andersons (IN/OH/MI),0014u000025RsaW
418422,Frick Services Inc,Ceres Solutions Cooperative Inc,0017000000yIUg2
418420,Northern Ag Suppliers,Northern Ag Suppliers,0017000001QzhVz
418415,Helm Fertilizer Corp,Helm Fertilizer Corp,0017000000yIUxl
418412,"Wheeler Brothers Grain Company, LLC","Wheeler Brothers Grain Company, LLC",0017000000yIUoP
418411,"Producers Cooperative Association (Girard, KS)","Producers Cooperative Association (Girard, KS)",0010g00001jjJ3k
418410,International Chemical Company,Interchem Southern Plains,0014u000025RvP0
418409,"Wheeler Brothers Grain Company, LLC","Wheeler Brothers Grain Company, LLC",0017000000yIUoP
418408,International Chemical Company,Interchem Southern Plains,0014u000025RvP0
418406,Farmers Win Cooperative,Farmers Win Cooperative,0017000000yIT1b
418405,Martins Elevators Inc,Martins Elevators Inc,0017000000yIUhb
418404,Wilbur-Ellis Company,Wilbur-Ellis (California),0014u00001nDL4w
418403,Central Region Cooperative,Central Region Cooperative,0017000000yW3ab
418402,Winfield Solutions LLC,Winfield (KS/CO),0010g00001mLCW3
418401,Effingham Equity,Effingham Equity,0017000000yIUzn
418400,Valley Co-op Inc            (Winfield  KS),Valley Co-op Inc            (Winfield  KS),0017000000yIUot
418399,AGRIServices of Brunswick LLC,AGRIServices of Brunswick LLC,0017000000yIV3T
418398,AGRIServices of Brunswick LLC,AGRIServices of Brunswick LLC,0017000000yIV3T
418396,Midway Co-Op Association,Midway Co-Op Association,0017000000yIQna
418394,Midway Co-Op Association,Midway Co-Op Association,0017000000yIQna
418393,Mid-West Fertilizer LLC,Mid Kansas Cooperative Association,0017000000yIUug
418392,Helena Agri-Enterprises LLC,Northern BU (Helena),0010g00001m2UB7
418391,Ray-Carroll County Grain Growers Inc,Ray-Carroll County Grain Growers Inc,0017000000yW3aj
418390,Minn-Kota Ag Products Inc,Minn-Kota Ag Products Inc,0017000000yIUWz
418387,Tietje Mullet & Klink Inc dba TMK Bakersville,Tietje Mullet & Klink Inc dba TMK Bakersville,0017000000yIRXT
418385,Art's Milling Service Inc,Art's Milling Service Inc,0017000000yIPRQ
418384,Nutrien Ag Solutions Inc,Washington (Nutrien),0014u00001nDYzE
418379,Helena Agri-Enterprises LLC,Helena (MI/IN/OH),0014u0000249t97
418378,G+ Ag Inc,G+ Ag Inc,0017000000yIUyV
418377,Simplot AB Retail Inc dba Simplot Grower Solutions,J R Simplot (Great Plains KS/CO),0014u00001no9V7
418376,Kanza Cooperative Association,Kanza Cooperative Association,0017000000yW3tc
418374,Valley Agronomics LLC,Valley Agronomics LLC,0017000000yIUou
418372,International Chemical Company,Interchem Southern Plains,0014u000025RvP0
418370,Gavilon Fertilizer LLC,Macrosource (MI/IN/OH),0014u000025RwBb
418369,Kanza Cooperative Association,Kanza Cooperative Association,0017000000yW3tc
418368,LANDUS COOPERATIVE,LANDUS COOPERATIVE,0017000000yIUz4
418367,Crystal Valley Cooperative,Crystal Valley Cooperative,0017000000yIV0R
418366,ADM Fertilizer Division of Archer Daniels Midland,ADM Southern Plains,0014u000025RvuQ
418365,Anthony Farmers Coop Elevator Co,Anthony Farmers Coop Elevator Co,0017000000yIV2T
418364,Mulvane Cooperative Union Inc  (The),Mulvane Cooperative Union Inc  (The),0017000000yIUuF
418360,Wilbur-Ellis Company,Wilbur Ellis (IN/OH/MI),0014u00001nDYPa
