countyCode,REGION,STATE,COUNTY,ZIP CODE
26141,,MI,PRESQUE ISLE,49743
38045,,ND,LAMOURE,58415
24021,,MD,FREDERICK,21704
18089,,IN,LAKE,46405
6037,,CA,LOS ANGELES,91103
51107,VA N,VA,LOUDOUN,20165
39017,,OH,BUTLER,45067
49053,UT SW,UT,WASHINGTON,84783
18005,,IN,BARTHOLOMEW,47280
39103,,OH,MEDINA,44215
72005,,PR,AGUADILLA,00690
6097,,CA,SONOMA,95412
6091,,CA,SIERRA,96126
45053,SC S,SC,JASPER,29936
36111,,NY,ULSTER,12480
20103,KS NC,KS,LEAVENWORTH,66052
49035,UT NW,UT,SALT LAKE,84121
21089,,KY,GREENUP,41174
55085,WI N,WI,ONEIDA,54531
41061,OR E,OR,UNION,97841
6037,,CA,LOS ANGELES,91352
38055,,ND,MCLEAN,58716
42037,,PA,COLUMBIA,17920
6071,,CA,SAN BERNARDINO,92256
,OK NW,OK,TULSA,74149
48201,TX S,TX,HARRIS,77493
29175,MO NE,MO,RANDOLPH,65243
49035,UT NW,UT,SALT LAKE,84044
24033,,MD,"PRINCE GEORGE'S",20743
42065,,PA,JEFFERSON,15780
9009,,CT,NEW HAVEN,06483
34035,,NJ,SOMERSET,08873
51157,VA N,VA,RAPPAHANNOCK,22640
4005,,AZ,COCONINO,86040
36115,,NY,WASHINGTON,12838
36045,,NY,JEFFERSON,13661
38063,,ND,NELSON,58259
39019,,OH,CARROLL,44644
18029,,IN,DEARBORN,47022
48217,TX NE,TX,HILL,76627
27043,MN S,MN,FARIBAULT,56033
55083,WI N,WI,OCONTO,54139
27053,MN C,MN,HENNEPIN,55435
20007,KS SC,KS,BARBER,67065
39035,,OH,CUYAHOGA,44108
48085,TX NE,TX,COLLIN,75071
22071,,LA,ORLEANS,70122
13127,,GA,GLYNN,31522
17105,IL E,IL,LIVINGSTON,61313
4013,,AZ,MARICOPA,85304
24017,,MD,CHARLES,20632
55051,WI N,WI,IRON,54550
5143,,AR,WASHINGTON,72704
29065,MO SE,MO,DENT,65560
39067,,OH,HARRISON,43976
48417,TX C,TX,SHACKELFORD,76464
36103,,NY,SUFFOLK,11754
47139,,TN,POLK,37333
40037,OK NW,OK,CREEK,74066
26009,,MI,ANTRIM,49612
18081,,IN,JOHNSON,46142
16053,ID E,ID,JEROME,83335
42003,,PA,ALLEGHENY,15202
23013,,ME,KNOX,04861
38063,,ND,NELSON,58344
19153,IA SE,IA,POLK,50316
28075,,MS,LAUDERDALE,39320
39151,,OH,STARK,44657
12107,,FL,PUTNAM,32147
42069,,PA,LACKAWANNA,18512
46039,,SD,DEUEL,57237
48113,TX NE,TX,DALLAS,75232
17115,IL E,IL,MACON,62537
51059,VA N,VA,FAIRFAX,22039
27127,MN S,MN,REDWOOD,56214
4025,,AZ,YAVAPAI,86301
27041,MN C,MN,DOUGLAS,56308
28037,,MS,FRANKLIN,39653
25021,,MA,NORFOLK,02021
6063,,CA,PLUMAS,95923
35025,,NM,LEA,88265
27023,MN C,MN,CHIPPEWA,56265
51117,VA SE,VA,MECKLENBURG,23968
45009,SC S,SC,BAMBERG,29003
53053,WA W,WA,PIERCE,98335
48361,TX S,TX,ORANGE,77611
47123,,TN,MONROE,37385
4003,,AZ,COCHISE,85603
35043,,NM,SANDOVAL,87124
40099,OK SE,OK,MURRAY,73030
5103,,AR,OUACHITA,71726
47051,,TN,FRANKLIN,37330
36039,,NY,GREENE,12042
5007,,AR,BENTON,72722
1015,,AL,CALHOUN,36205
18123,,IN,PERRY,47576
1039,,AL,COVINGTON,36476
47045,,TN,DYER,38259
34019,,NJ,HUNTERDON,07979
6075,,CA,SAN FRANCISCO,94107
55141,WI SW,WI,WOOD,54410
12021,,FL,COLLIER,34103
6029,,CA,KERN,93222
49021,UT SW,UT,IRON,84761
21185,,KY,OLDHAM,40026
48423,TX NE,TX,SMITH,75708
21095,,KY,HARLAN,40828
46033,,SD,CUSTER,57744
47009,,TN,BLOUNT,37801
20035,KS SC,KS,COWLEY,67023
48327,,TX,MENARD,76841
51061,VA N,VA,FAUQUIER,20139
47159,,TN,SMITH,37057
,MO SW,MO,CEDAR,65649
36053,,NY,MADISON,13355
23009,,ME,HANCOCK,04677
2164,,AK,LAKE AND PENINSULA,99649
20005,KS N,KS,ATCHISON,66016
42063,,PA,INDIANA,15732
19045,IA SE,IA,CLINTON,52730
13163,,GA,JEFFERSON,30803
51193,VA N,VA,WESTMORELAND,22488
21145,,KY,MCCRACKEN,42053
32007,,NV,ELKO,89831
13073,,GA,COLUMBIA,30903
29043,MO SW,MO,CHRISTIAN,65721
18085,,IN,KOSCIUSKO,46510
46093,,SD,MEADE,57718
54067,,WV,NICHOLAS,26651
54103,,WV,WETZEL,26377
41047,OR W,OR,MARION,97071
20091,KS NC,KS,JOHNSON,66226
,KS NC,KS,SHAWNEE,66636
54045,,WV,LOGAN,25646
19043,IA NE,IA,CLAYTON,52066
48149,TX C,TX,FAYETTE,78945
23003,,ME,AROOSTOOK,04746
,OK NW,OK,TULSA,74102
40043,OK NW,OK,DEWEY,73667
13271,,GA,TELFAIR,31549
17203,IL W,IL,WOODFORD,61570
47029,,TN,COCKE,37713
51157,VA N,VA,RAPPAHANNOCK,22747
54025,,WV,GREENBRIER,24938
9007,,CT,MIDDLESEX,06416
34003,,NJ,BERGEN,07073
53033,WA W,WA,KING,98014
,TX S,TX,DEWITT,77974
26077,,MI,KALAMAZOO,49074
6037,,CA,LOS ANGELES,90292
27053,MN C,MN,HENNEPIN,55431
12099,,FL,PALM BEACH,33435
40109,OK NW,OK,OKLAHOMA,73097
30035,MT W,MT,GLACIER,59411
26117,,MI,MONTCALM,48888
19115,IA SE,IA,LOUISA,52738
39009,,OH,ATHENS,45740
42095,,PA,NORTHAMPTON,18055
31083,NE SE,NE,HARLAN,68977
12099,,FL,PALM BEACH,33498
49025,UT E,UT,KANE,84755
23015,,ME,LINCOLN,04539
6037,,CA,LOS ANGELES,91711
27119,MN N,MN,POLK,56646
39021,,OH,CHAMPAIGN,45317
34013,,NJ,ESSEX,07042
42083,,PA,MCKEAN,16732
51035,VA N,VA,CARROLL,24317
12099,,FL,PALM BEACH,33433
51057,VA N,VA,ESSEX,22454
48023,TX C,TX,BAYLOR,76380
47109,,TN,MCNAIRY,38334
48453,TX C,TX,TRAVIS,78744
51059,VA N,VA,FAIRFAX,22310
33013,,NH,MERRIMACK,03242
22089,,LA,ST. CHARLES,70080
40073,OK NW,OK,KINGFISHER,73762
8041,CO E,CO,EL PASO,80918
42029,,PA,CHESTER,19344
1065,,AL,HALE,36744
39007,,OH,ASHTABULA,44084
39145,,OH,SCIOTO,45657
1043,,AL,CULLMAN,35019
55061,WI SE,WI,KEWAUNEE,54216
29227,MO NW,MO,WORTH,64420
34005,,NJ,BURLINGTON,08048
45013,SC S,SC,BEAUFORT,29906
45071,SC NW,SC,NEWBERRY,29037
42133,,PA,YORK,17315
39055,,OH,GEAUGA,44023
40091,OK SE,OK,MCINTOSH,74438
22015,,LA,BOSSIER,71111
8041,CO E,CO,EL PASO,80929
19149,IA NW,IA,PLYMOUTH,51050
18063,,IN,HENDRICKS,46165
48147,TX NE,TX,FANNIN,75446
54081,,WV,RALEIGH,25843
6103,,CA,TEHAMA,96061
5031,,AR,CRAIGHEAD,72437
49049,UT NW,UT,UTAH,84660
36083,,NY,RENSSELAER,12052
50027,,VT,WINDSOR,05062
13229,,GA,PIERCE,31557
32031,,NV,WASHOE,89511
39135,,OH,PREBLE,45003
53033,WA W,WA,KING,98115
39137,,OH,PUTNAM,45864
51001,VA N,VA,ACCOMACK,23358
21179,,KY,NELSON,40013
21027,,KY,BRECKINRIDGE,40140
40049,OK NW,OK,GARVIN,73433
6107,,CA,TULARE,93207
40085,OK SE,OK,LOVE,73441
42095,,PA,NORTHAMPTON,18042
29189,MO SE,MO,ST. LOUIS,63017
4025,,AZ,YAVAPAI,86322
51710,VA SE,VA,NORFOLK,23502
42003,,PA,ALLEGHENY,15108
42115,,PA,SUSQUEHANNA,18823
42133,,PA,YORK,17356
39161,,OH,VAN WERT,45891
6059,,CA,ORANGE,92604
17107,IL W,IL,LOGAN,62541
42055,,PA,FRANKLIN,17219
39173,,OH,WOOD,43565
41007,OR W,OR,CLATSOP,97110
36111,,NY,ULSTER,12464
36015,,NY,CHEMUNG,14845
29021,MO NW,MO,BUCHANAN,64506
39153,,OH,SUMMIT,44308
6069,,CA,SAN BENITO,95075
51510,VA N,VA,ALEXANDRIA,22305
41035,OR E,OR,KLAMATH,97604
48439,TX NE,TX,TARRANT,76060
18057,,IN,HAMILTON,46290
48119,TX NE,TX,DELTA,75469
17031,IL E,IL,COOK,60616
42011,,PA,BERKS,19504
47157,,TN,SHELBY,38119
39119,,OH,MUSKINGUM,43830
54015,,WV,CLAY,25030
17053,IL E,IL,FORD,61773
5009,,AR,BOONE,72644
51043,VA N,VA,CLARKE,22646
8001,CO E,CO,ADAMS,80640
17177,IL W,IL,STEPHENSON,61050
47079,,TN,HENRY,38236
36113,,NY,WARREN,12810
6037,,CA,LOS ANGELES,90603
17031,IL E,IL,COOK,60480
26099,,MI,MACOMB,48047
22057,,LA,LAFOURCHE,70375
54039,,WV,KANAWHA,25305
39035,,OH,CUYAHOGA,44040
50023,,VT,WASHINGTON,05681
12075,,FL,LEVY,32696
17111,IL E,IL,MCHENRY,60071
36119,,NY,WESTCHESTER,10705
35015,,NM,EDDY,88268
48355,TX S,TX,NUECES,78405
19189,IA NW,IA,WINNEBAGO,50436
42123,,PA,WARREN,16365
29093,MO SE,MO,IRON,63620
30063,MT W,MT,MISSOULA,59803
40091,OK SE,OK,MCINTOSH,74845
21111,,KY,JEFFERSON,40241
6019,,CA,FRESNO,93627
54045,,WV,LOGAN,25611
42051,,PA,FAYETTE,15470
41037,OR E,OR,LAKE,97641
54083,,WV,RANDOLPH,26285
28027,,MS,COAHOMA,38614
48391,TX S,TX,REFUGIO,77990
48231,TX NE,TX,HUNT,75135
22025,,LA,CATAHOULA,71401
5123,,AR,ST. FRANCIS,72394
20037,KS SE,KS,CRAWFORD,66762
25011,,MA,FRANKLIN,01375
42091,,PA,MONTGOMERY,19525
48093,TX C,TX,COMANCHE,76455
17121,IL E,IL,MARION,62870
26049,,MI,GENESEE,48554
6061,,CA,PLACER,95677
,KS NC,KS,JOHNSON,66283
36111,,NY,ULSTER,12429
39041,,OH,DELAWARE,43066
6113,,CA,YOLO,95627
50013,,VT,GRAND ISLE,05486
29027,MO NE,MO,CALLAWAY,65059
46011,,SD,BROOKINGS,57006
48113,TX NE,TX,DALLAS,75149
54033,,WV,HARRISON,26330
29109,MO SW,MO,LAWRENCE,65664
48505,TX S,TX,ZAPATA,78067
36089,,NY,ST. LAWRENCE,13664
36055,,NY,MONROE,14613
27009,MN C,MN,BENTON,56379
42021,,PA,CAMBRIA,15943
13089,,GA,DEKALB,30058
19163,IA SE,IA,SCOTT,52804
51131,VA N,VA,NORTHAMPTON,23347
36103,,NY,SUFFOLK,11770
12105,,FL,POLK,33856
39153,,OH,SUMMIT,44087
33011,,NH,HILLSBOROUGH,03070
37023,NC W,NC,BURKE,28619
12127,,FL,VOLUSIA,32117
25017,,MA,MIDDLESEX,02420
39169,,OH,WAYNE,44645
53053,WA W,WA,PIERCE,98446
49013,UT E,UT,DUCHESNE,84073
,OK NW,OK,OKLAHOMA,73128
17115,IL E,IL,MACON,62573
48201,TX S,TX,HARRIS,77012
30067,MT S,MT,PARK,59086
36105,,NY,SULLIVAN,12742
23031,,ME,YORK,04087
42091,,PA,MONTGOMERY,19012
,OK NW,OK,GARFIELD,73702
45091,SC NW,SC,YORK,29732
34039,,NJ,UNION,07033
29009,MO SW,MO,BARRY,65641
8105,CO W,CO,RIO GRANDE,81144
9013,,CT,TOLLAND,06248
37019,NC SE,NC,BRUNSWICK,28470
6025,,CA,IMPERIAL,92281
19089,IA NE,IA,HOWARD,52163
29161,MO SE,MO,PHELPS,65550
18141,,IN,ST. JOSEPH,46536
42013,,PA,BLAIR,16673
29151,MO SE,MO,OSAGE,65024
55041,WI N,WI,FOREST,54566
29175,MO NE,MO,RANDOLPH,65239
42007,,PA,BEAVER,15074
48341,,TX,MOORE,79105
51183,VA SE,VA,SUSSEX,23890
20077,KS SC,KS,HARPER,67018
39123,,OH,OTTAWA,43408
27093,MN C,MN,MEEKER,56243
6049,,CA,MODOC,96116
16035,ID N,ID,CLEARWATER,83520
36071,,NY,ORANGE,10958
23001,,ME,ANDROSCOGGIN,04228
36029,,NY,ERIE,14032
40135,OK SE,OK,SEQUOYAH,74954
24005,,MD,BALTIMORE,21131
27105,MN S,MN,NOBLES,56110
33019,,NH,SULLIVAN,03603
20121,KS NC,KS,MIAMI,66053
6073,,CA,SAN DIEGO,91916
29169,MO SE,MO,PULASKI,65583
30015,MT N,MT,CHOUTEAU,59440
38055,,ND,MCLEAN,58723
31161,NE NW,NE,SHERIDAN,69343
39059,,OH,GUERNSEY,43732
17067,IL W,IL,HANCOCK,62313
8107,CO W,CO,ROUTT,80483
39161,,OH,VAN WERT,45838
29211,MO NW,MO,SULLIVAN,63556
47065,,TN,HAMILTON,37421
9005,,CT,LITCHFIELD,06779
1073,,AL,JEFFERSON,35060
30049,MT W,MT,LEWIS AND CLARK,59640
42075,,PA,LEBANON,17078
28091,,MS,MARION,39429
1127,,AL,WALKER,35504
42039,,PA,CRAWFORD,16131
37055,NC SE,NC,DARE,27968
41037,OR E,OR,LAKE,97638
47157,,TN,SHELBY,38002
6001,,CA,ALAMEDA,94542
5107,,AR,PHILLIPS,72328
23029,,ME,WASHINGTON,04631
23017,,ME,OXFORD,04227
13091,,GA,DODGE,31077
36033,,NY,FRANKLIN,12953
55115,WI N,WI,SHAWANO,54928
42063,,PA,INDIANA,15739
39095,,OH,LUCAS,43571
6037,,CA,LOS ANGELES,91604
48201,TX S,TX,HARRIS,77045
37065,NC NE,NC,EDGECOMBE,27852
27061,MN N,MN,ITASCA,55786
17173,IL E,IL,SHELBY,62553
50007,,VT,CHITTENDEN,05495
17031,IL E,IL,COOK,60534
45063,SC NW,SC,LEXINGTON,29160
34003,,NJ,BERGEN,07607
1003,,AL,BALDWIN,36564
17013,IL W,IL,CALHOUN,62045
33013,,NH,MERRIMACK,03276
20091,KS NC,KS,JOHNSON,66213
36055,,NY,MONROE,14621
36103,,NY,SUFFOLK,11703
54081,,WV,RALEIGH,25062
37179,NC W,NC,UNION,28173
8009,CO E,CO,BACA,81087
8111,CO W,CO,SAN JUAN,81433
33019,,NH,SULLIVAN,03280
38013,,ND,BURKE,58752
48189,TX NW,TX,HALE,79250
39035,,OH,CUYAHOGA,44116
42101,,PA,PHILADELPHIA,19118
37145,NC NE,NC,PERSON,27541
,TX C,TX,BLANCO,78665
26105,,MI,MASON,49454
18007,,IN,BENTON,47917
53019,WA E,WA,FERRY,99146
53059,WA E,WA,SKAMANIA,98651
13121,,GA,FULTON,30268
24019,,MD,DORCHESTER,21648
17145,IL W,IL,PERRY,62997
36007,,NY,BROOME,13833
42133,,PA,YORK,17309
41011,OR W,OR,COOS,97411
51107,VA N,VA,LOUDOUN,20147
24021,,MD,FREDERICK,21788
27033,MN S,MN,COTTONWOOD,56145
36029,,NY,ERIE,14222
25001,,MA,BARNSTABLE,02644
5007,,AR,BENTON,72745
13319,,GA,WILKINSON,31090
48385,,TX,REAL,78879
6037,,CA,LOS ANGELES,90025
5021,,AR,CLAY,72456
45059,SC NW,SC,LAURENS,29351
42005,,PA,ARMSTRONG,16228
36045,,NY,JEFFERSON,13615
18069,,IN,HUNTINGTON,46783
26065,,MI,INGHAM,48910
10003,,DE,NEW CASTLE,19809
53047,WA E,WA,OKANOGAN,98856
21119,,KY,KNOTT,41772
42071,,PA,LANCASTER,17578
17091,IL E,IL,KANKAKEE,60913
21103,,KY,HENRY,40075
27099,MN S,MN,MOWER,55967
42027,,PA,CENTRE,16870
34037,,NJ,SUSSEX,07422
23019,,ME,PENOBSCOT,04939
12105,,FL,POLK,33839
19149,IA NW,IA,PLYMOUTH,51031
6067,,CA,SACRAMENTO,95662
42083,,PA,MCKEAN,16743
40077,OK SE,OK,LATIMER,74578
51067,VA N,VA,FRANKLIN,24092
42115,,PA,SUSQUEHANNA,18441
18167,,IN,VIGO,47805
39131,,OH,PIKE,45661
20099,KS SE,KS,LABETTE,67357
53043,WA E,WA,LINCOLN,99029
18003,,IN,ALLEN,46741
55127,WI SE,WI,WALWORTH,53191
6025,,CA,IMPERIAL,92283
2122,,AK,KENAI PENINSULA,99611
26145,,MI,SAGINAW,48724
41047,OR W,OR,MARION,97002
34029,,NJ,OCEAN,08087
51105,VA N,VA,LEE,24265
1101,,AL,MONTGOMERY,36043
17065,IL E,IL,HAMILTON,62817
12071,,FL,LEE,33965
12043,,FL,GLADES,33471
51001,VA N,VA,ACCOMACK,23417
47083,,TN,HOUSTON,37061
34005,,NJ,BURLINGTON,08016
20037,KS SE,KS,CRAWFORD,66763
39061,,OH,HAMILTON,45209
15007,,HI,KAUAI,96747
4013,,AZ,MARICOPA,85013
16025,ID C,ID,CAMAS,83337
42017,,PA,BUCKS,18977
20097,KS SC,KS,KIOWA,67054
46105,,SD,PERKINS,57620
19147,IA NW,IA,PALO ALTO,51342
19097,IA SE,IA,JACKSON,52074
37045,NC W,NC,CLEVELAND,28169
38101,,ND,WARD,58734
20097,KS SC,KS,KIOWA,67109
56033,WY N,WY,SHERIDAN,82832
4005,,AZ,COCONINO,86001
54031,,WV,HARDY,26851
5097,,AR,MONTGOMERY,71969
20095,KS SC,KS,KINGMAN,67112
19125,IA SE,IA,MARION,50219
27027,MN N,MN,CLAY,56585
17075,IL E,IL,IROQUOIS,60938
13089,,GA,DEKALB,30032
53033,WA W,WA,KING,98024
48183,,TX,GREGG,75641
12103,,FL,PINELLAS,34685
19183,IA SE,IA,WASHINGTON,52540
12113,,FL,SANTA ROSA,32570
6037,,CA,LOS ANGELES,93532
5073,,AR,LAFAYETTE,71860
20091,KS NC,KS,JOHNSON,66212
13071,,GA,COLQUITT,31771
5009,,AR,BOONE,72633
48201,TX S,TX,HARRIS,77035
20015,KS SC,KS,BUTLER,67074
13245,,GA,RICHMOND,30904
42127,,PA,WAYNE,18472
34003,,NJ,BERGEN,07670
17087,IL E,IL,JOHNSON,62995
26163,,MI,WAYNE,48134
21037,,KY,CAMPBELL,41071
6093,,CA,SISKIYOU,96067
42017,,PA,BUCKS,18980
8077,CO W,CO,MESA,81501
6071,,CA,SAN BERNARDINO,92284
36001,,NY,ALBANY,12208
51131,VA N,VA,NORTHAMPTON,23354
40109,OK NW,OK,OKLAHOMA,73109
37085,NC SE,NC,HARNETT,28339
8077,CO W,CO,MESA,81624
29047,MO NW,MO,CLAY,64161
54025,,WV,GREENBRIER,24931
17031,IL E,IL,COOK,60171
29225,MO SE,MO,WEBSTER,65652
22079,,LA,RAPIDES,71427
20045,KS NC,KS,DOUGLAS,66045
22123,,LA,WEST CARROLL,71263
25013,,MA,HAMPDEN,01086
55063,WI SW,WI,LA CROSSE,54650
1097,,AL,MOBILE,36605
36095,,NY,SCHOHARIE,12036
8005,CO E,CO,ARAPAHOE,80121
31161,NE NW,NE,SHERIDAN,69360
36119,,NY,WESTCHESTER,10562
36103,,NY,SUFFOLK,11780
12127,,FL,VOLUSIA,32763
48201,TX S,TX,HARRIS,77019
21225,,KY,UNION,42437
42065,,PA,JEFFERSON,15764
17115,IL E,IL,MACON,62554
48121,TX NE,TX,DENTON,75067
51141,VA N,VA,PATRICK,24076
13115,,GA,FLOYD,30165
41035,OR E,OR,KLAMATH,97623
28163,,MS,YAZOO,39194
8099,CO E,CO,PROWERS,81052
4019,,AZ,PIMA,85704
39061,,OH,HAMILTON,45226
13301,,GA,WARREN,31045
27099,MN S,MN,MOWER,55950
26125,,MI,OAKLAND,48360
12083,,FL,MARION,34472
5101,,AR,NEWTON,72628
47189,,TN,WILSON,37122
31079,NE C,NE,HALL,68803
54083,,WV,RANDOLPH,26280
17005,IL W,IL,BOND,62275
54047,,WV,MCDOWELL,24816
47113,,TN,MADISON,38313
42049,,PA,ERIE,16563
18141,,IN,ST. JOSEPH,46561
20093,KS SW,KS,KEARNY,67860
6109,,CA,TUOLUMNE,95310
26145,,MI,SAGINAW,48415
47157,,TN,SHELBY,38104
36005,,NY,BRONX,10472
36093,,NY,SCHENECTADY,12303
2013,,AK,ALEUTIANS EAST,99661
21239,,KY,WOODFORD,40347
17017,IL W,IL,CASS,62627
33017,,NH,STRAFFORD,03851
36119,,NY,WESTCHESTER,10538
46063,,SD,HARDING,57651
48439,TX NE,TX,TARRANT,76103
8059,CO E,CO,JEFFERSON,80005
40143,OK NW,OK,TULSA,74073
20029,KS N,KS,CLOUD,66901
42045,,PA,DELAWARE,19061
28029,,MS,COPIAH,39191
42097,,PA,NORTHUMBERLAND,17749
51019,VA N,VA,BEDFORD,24556
6085,,CA,SANTA CLARA,95002
17021,IL W,IL,CHRISTIAN,62540
31055,NE SE,NE,DOUGLAS,68178
20049,KS SC,KS,ELK,67352
46109,,SD,ROBERTS,57224
55139,WI SE,WI,WINNEBAGO,54986
23007,,ME,FRANKLIN,04239
4021,,AZ,PINAL,85121
12091,,FL,OKALOOSA,32578
36089,,NY,ST. LAWRENCE,13647
35013,,NM,DOÑA ANA,88044
17173,IL E,IL,SHELBY,62571
40143,OK NW,OK,TULSA,74063
6071,,CA,SAN BERNARDINO,91763
25003,,MA,BERKSHIRE,01266
45015,SC E,SC,BERKELEY,29450
55071,WI SE,WI,MANITOWOC,54214
42003,,PA,ALLEGHENY,15148
19019,IA NE,IA,BUCHANAN,50682
34041,,NJ,WARREN,07825
39049,,OH,FRANKLIN,43223
39023,,OH,CLARK,45319
45047,SC NW,SC,GREENWOOD,29848
24033,,MD,"PRINCE GEORGE'S",20716
39109,,OH,MIAMI,45318
42125,,PA,WASHINGTON,15323
19055,IA NE,IA,DELAWARE,52223
44007,,RI,PROVIDENCE,02910
38077,,ND,RICHLAND,58081
12005,,FL,BAY,32404
18117,,IN,ORANGE,47432
47055,,TN,GILES,38478
48113,TX NE,TX,DALLAS,75081
26125,,MI,OAKLAND,48356
4003,,AZ,COCHISE,85627
37055,NC SE,NC,DARE,27954
37047,NC SE,NC,COLUMBUS,28436
26153,,MI,SCHOOLCRAFT,49883
40003,OK NW,OK,ALFALFA,73728
48027,TX C,TX,BELL,76542
27105,MN S,MN,NOBLES,56129
17077,IL W,IL,JACKSON,62940
49005,UT NW,UT,CACHE,84338
37089,NC W,NC,HENDERSON,28732
5097,,AR,MONTGOMERY,71935
51191,VA N,VA,WASHINGTON,24340
32003,,NV,CLARK,89074
21131,,KY,LESLIE,40844
46025,,SD,CLARK,57225
29059,MO SW,MO,DALLAS,65764
12083,,FL,MARION,34420
23011,,ME,KENNEBEC,04347
42095,,PA,NORTHAMPTON,18045
47049,,TN,FENTRESS,38553
4009,,AZ,GRAHAM,85542
20139,KS NC,KS,OSAGE,66414
48217,TX NE,TX,HILL,76673
5071,,AR,JOHNSON,72840
36029,,NY,ERIE,14055
5141,,AR,VAN BUREN,72031
36071,,NY,ORANGE,12780
51003,VA N,VA,ALBEMARLE,22947
38035,,ND,GRAND FORKS,58228
42125,,PA,WASHINGTON,15423
53039,WA E,WA,KLICKITAT,99356
36005,,NY,BRONX,10466
36101,,NY,STEUBEN,14808
44007,,RI,PROVIDENCE,02826
55079,WI SE,WI,MILWAUKEE,53132
19119,IA NW,IA,LYON,51246
51047,VA N,VA,CULPEPER,20106
40121,OK SE,OK,PITTSBURG,74561
36073,,NY,ORLEANS,14470
40091,OK SE,OK,MCINTOSH,74426
39023,,OH,CLARK,45341
5085,,AR,LONOKE,72083
35025,,NM,LEA,88252
51510,VA N,VA,ALEXANDRIA,22314
18097,,IN,MARION,46219
27159,MN C,MN,WADENA,56477
47129,,TN,MORGAN,37829
51061,VA N,VA,FAUQUIER,20186
4013,,AZ,MARICOPA,85016
49039,UT SW,UT,SANPETE,84622
9011,,CT,NEW LONDON,06376
55127,WI SE,WI,WALWORTH,53125
16011,ID E,ID,BINGHAM,83221
17021,IL W,IL,CHRISTIAN,62570
13129,,GA,GORDON,30701
51710,VA SE,VA,NORFOLK,23510
9003,,CT,HARTFORD,06065
54049,,WV,MARION,26586
20037,KS SE,KS,CRAWFORD,66753
19019,IA NE,IA,BUCHANAN,52329
51069,VA N,VA,FREDERICK,22637
21033,,KY,CALDWELL,42445
5097,,AR,MONTGOMERY,71965
55117,WI SE,WI,SHEBOYGAN,53013
29151,MO SE,MO,OSAGE,65085
55055,WI SE,WI,JEFFERSON,53178
20107,KS NC,KS,LINN,66040
31023,NE SE,NE,BUTLER,68669
12069,,FL,LAKE,32726
12009,,FL,BREVARD,32907
33013,,NH,MERRIMACK,03287
20037,KS SE,KS,CRAWFORD,66746
19061,IA NE,IA,DUBUQUE,52002
53017,WA E,WA,DOUGLAS,98813
36081,,NY,QUEENS,11357
26033,,MI,CHIPPEWA,49793
50007,,VT,CHITTENDEN,05489
6065,,CA,RIVERSIDE,92592
24001,,MD,ALLEGANY,21530
20035,KS SC,KS,COWLEY,67038
27063,MN S,MN,JACKSON,56143
20207,KS SE,KS,WOODSON,66761
36039,,NY,GREENE,12405
4013,,AZ,MARICOPA,85255
26049,,MI,GENESEE,48503
23019,,ME,PENOBSCOT,04422
24003,,MD,ANNE ARUNDEL,21060
42065,,PA,JEFFERSON,15863
55031,WI N,WI,DOUGLAS,54849
8073,CO E,CO,LINCOLN,80804
26151,,MI,SANILAC,48450
17203,IL W,IL,WOODFORD,61771
1125,,AL,TUSCALOOSA,35456
25005,,MA,BRISTOL,02763
55067,WI N,WI,LANGLADE,54465
1121,,AL,TALLADEGA,35096
72001,,PR,ADJUNTAS,00601
21013,,KY,BELL,40856
48217,TX NE,TX,HILL,76660
17063,IL E,IL,GRUNDY,60424
49005,UT NW,UT,CACHE,84320
42115,,PA,SUSQUEHANNA,18843
33001,,NH,BELKNAP,03246
18059,,IN,HANCOCK,46040
26045,,MI,EATON,48861
,CO W,CO,ROUTT,81653
21157,,KY,MARSHALL,42029
16001,ID W,ID,ADA,83713
46005,,SD,BEADLE,57348
20117,KS N,KS,MARSHALL,66412
42117,,PA,TIOGA,16946
30023,MT S,MT,DEER LODGE,59711
37131,NC NE,NC,NORTHAMPTON,27897
18181,,IN,WHITE,47950
36105,,NY,SULLIVAN,12766
25027,,MA,WORCESTER,01604
39113,,OH,MONTGOMERY,45409
30085,MT E,MT,ROOSEVELT,59226
20185,KS SC,KS,STAFFORD,67545
27013,MN S,MN,BLUE EARTH,56065
34021,,NJ,MERCER,08618
17043,IL E,IL,DUPAGE,60561
42051,,PA,FAYETTE,15467
27107,MN N,MN,NORMAN,56581
18051,,IN,GIBSON,47660
48423,TX NE,TX,SMITH,75709
19093,IA NW,IA,IDA,51025
46069,,SD,HYDE,57540
51131,VA N,VA,NORTHAMPTON,23316
20091,KS NC,KS,JOHNSON,66062
42115,,PA,SUSQUEHANNA,18413
38019,,ND,CAVALIER,58239
6095,,CA,SOLANO,95625
24005,,MD,BALTIMORE,21221
54077,,WV,PRESTON,26374
17019,IL E,IL,CHAMPAIGN,61877
1039,,AL,COVINGTON,36474
47109,,TN,MCNAIRY,38339
20165,KS SC,KS,RUSH,67565
40051,OK NW,OK,GRADY,73011
54045,,WV,LOGAN,25607
23011,,ME,KENNEBEC,04259
55133,WI SE,WI,WAUKESHA,53118
25017,,MA,MIDDLESEX,02138
12086,,FL,MIAMI-DADE,33134
1097,,AL,MOBILE,36560
5035,,AR,CRITTENDEN,72327
37169,NC W,NC,STOKES,27019
48439,TX NE,TX,TARRANT,76017
31027,NE C,NE,CEDAR,68717
12069,,FL,LAKE,34748
37033,NC NE,NC,CASWELL,27212
