address,country,latitude,longitude,locationName,locationOwner,locationOwnerId,inboundMode,outboundMode,servicingCarriers,splc,zipCode,cityState
251 JOHN GRESHAN DR,US,32.164483,-106.697798,HELENA AGRIENTERPRISES-MESQUITE,HELENA AGRIENTERPRISES LLC,0017000000yIUxo,RAIL,RAIL,BNSF,779556000,88048,"MESQUITE, NM"
"",US,32.77697,-96.65627,MESQUITE TX- RR STATION,"","",RAIL,RAIL,UP,667242000,75149,"MESQUITE, TX"
,US,38.2688,-92.1545,MFA INCORPORATED-META,MFA INCORPORATED,0017000000yIUvC,TRUCK,TRUCK,"","",65058,"META, MO"
1020 COUNTY RD 1600 N,US,40.8221,-89.346211,GROWMARK INC-METAMORA,GROWMARK INC,0017000000yIUyR,TRUCK,TRUCK,"","",61548,"METAMORA, IL"
22437 N 1050TH ST,US,39.7989,-87.7766,NUTRIEN AG-METCALF,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,TRUCK,TRUCK,"","",61940,"METCALF, IL"
"",US,39.79917,-87.80761,METCALF IL- RR STATION,"","",RAIL,RAIL,CSXT,391124000,61940,"METCALF, IL"
208 YASODA ST,US,37.1436441,-88.7163883,"METROPOLIS, IL - WATERWAY AG",WATERWAY AG INC,0017000000yIUok,TRUCK,TRUCK,,,62960,"METROPOLIS, IL"
154 S MAIN ST,US,37.997681,-94.44342,MIDWEST FERTILIZER-METZ,MIDWEST FERTILIZER LLC,0017000000yIUuf,TRUCK,TRUCK,"","",64765,"METZ, MO"
2816 E LIBERTY ST,US,39.161038,-91.843574,MFA INCORPORATED-MEXICO,MFA INCORPORATED,0017000000yIUvC,RAIL|TRUCK,RAIL|TRUCK,KCS|NS,564960000,65265,"MEXICO, MO"
3178 HWY O,US,39.293358,-91.762448,ADM FERTILIZER-MEXICO,ADM FERTILIZER DIVISION OF ARCHER DANIELS MIDLAND,0017000000yIUjP,TRUCK,TRUCK,,,65265,"MEXICO, MO"
805 E ST,US,40.330814,-86.389281,MICHIGANTOWN AGRONOMY-MICHIGANTOWN,MICHIGANTOWN AGRONOMY,,RAIL|TRUCK,RAIL|TRUCK,CIND|NS|TPW,368235000,46057,"MICHIGANTOWN, IN"
13635 380TH ST NE,US,48.426379,-96.173463,BARRY WALTON-MIDDLE RIVER,BARRY WALTON,,TRUCK,TRUCK,,,56737,"MIDDLE RIVER, MN"
30406 390TH ST NE,US,48.440603,-95.807541,JOHN LARSON-MIDDLE RIVER,JOHN LARSON,,TRUCK,TRUCK,,,56737,"MIDDLE RIVER, MN"
83 FEED MILL LN,US,44.023327,-73.171745,BOURDEAU BROTHERS-MIDDLEBURY,BOURDEAU BROTHERS OF MIDDLEBURY INC,,RAIL,RAIL,VTR,135240000,05753,"MIDDLEBURY, VT"
4133 S CARMEN RD,US,43.21001,-78.490202,WH RHINEHART-MIDDLEPORT,WH RHINEHART,,RAIL,RAIL,CSXT|FRR,185130000,14105,"MIDDLEPORT, NY"
306 N CAROLINE ST,US,43.1848,-84.705,MIDDLETON MI,KOCH FERTILIZER LLC,0017000000yIUvv,RAIL|TRUCK,RAIL|TRUCK,GLC,316361000,48856,"MIDDLETON, MI"
1755 N PLEASANT VIEW RD,US,43.0937,-89.5341,MIDDLETON FARMERS-MIDDLETON,MIDDLETON FARMERS COOP CO,0017000001UwrqX,RAIL|TRUCK,RAIL|TRUCK,CPRS|WSOR,338461000,53562,"MIDDLETON, WI"
3901 S SAGINAW RD,US,43.6213,-84.2707,DOW SILICONES (MIDLAND),DOW SILICONES CORPORATION,00170000012yAST,RAIL,RAIL,HESR|LSRC,313860000,48640,"MIDLAND, MI"
2907 S COUNTY RD 1250 TRACK 781,US,31.959,-102.0449,AGRI-EMPRESA INC (MIDLAND),AGRI-EMPRESA INC,"",RAIL,RAIL,UP,694150000,79706,"MIDLAND, TX"
"",US,32.47828,-96.99857,MIDLOTHIAN TX- RR STATION,"","",RAIL,RAIL,BNSF,667538000,76065,"MIDLOTHIAN, TX"
415 SQUIRES DR,US,42.0905,-83.6793,INNOVATIVE FLUIDS (MILAN),INNOVATIVE FLUIDS LLC,"",TRUCK|RAIL,TRUCK|RAIL,NS,318480000,48160,"MILAN, MI"
W MILBANK AVE,US,45.2227,-96.6513,WESTERN CONSOLIDATED-MILBANK,WESTERN CONSOLIDATED COOPERATIVES HOLLOWAY MN,0017000000yIUoa,TRUCK,TRUCK,"","",57252,"MILBANK, SD"
210 PACIFIC AVE,US,46.401040709,-105.85208376,FARMERS UNION-MILES CITY,FARMERS UNION OIL CO DBA VALLEY FARMERS SUPPLY,0017000001CR7TJ,RAIL|TRUCK,RAIL|TRUCK,BNSF,707450000,59301,"MILES CITY, MT"
1110 P AVE,US,43.3265,-95.1475,NEW COOPERATIVE-MILFORD,NEW COOPERATIVE INC,0017000000yIUtv,TRUCK,TRUCK,"","",51351,"MILFORD, IA"
1158 N STATE ROUTE 1,US,40.668191,-87.691838,GROWMARK INC-MILFORD,GROWMARK INC,0017000000yIUyR,TRUCK,TRUCK,"","",60953,"MILFORD, IL"
37 E 900 N,US,41.361093,-85.8441,KOVA AG-MILFORD,KOVA AG PRODUCTS INC,,RAIL,RAIL,NS,362623000,46542,"MILFORD, IN"
13795 N 100 E,US,41.4323112,-85.8266465,"TRUPOINTE COOPERATIVE MILFORD, IN",TRUPOINTE COOPERATIVE INC,0017000000yIUpW,RAIL|TRUCK,RAIL|TRUCK,CSXT,362621000,46542,"MILFORD, IN"
407 1ST ST,US,40.7738,-97.0495,FARMERS COOPERATIVE-MILFORD,FARMERS COOPERATIVE ASSOCIATION,0017000000yIV6T,TRUCK,TRUCK,"","",68405,"MILFORD, NE"
585 E 6TH AVE,US,38.3934,-113.0116,CIRCLE FOUR-MILFORD,CIRCLE FOUR LLC,,RAIL,RAIL,UP,766761000,84751,"MILFORD, UT"
2260 CHURCH ST,US,41.8768,-79.971,CENTERRA COOP-MILL VILLAGE,CENTERRA COOP,0017000000yIUpj,RAIL|TRUCK,RAIL|TRUCK,WNYP,214216000,16427,"MILL VILLAGE, PA"
"",US,32.80081,-81.94799,MILLEN GA- RR STATION,"","",RAIL,RAIL,NS,457950000,30442,"MILLEN, GA"
204 W N ST,US,40.9291,-99.3908,BOWIE FERTILIZER-MILLER,BOWIE FERTILIZER INC,0017000001IEFT9,TRUCK,TRUCK,"","",68858,"MILLER, NE"
,US,44.512,-99.0043,AGTEGRA COOPERATIVE-MILLER,AGTEGRA COOPERATIVE,0017000000yIUql,TRUCK,TRUCK,"","",57362,"MILLER, SD"
1633 HWY F52 TRL,US,41.572921,-92.159916,NEW CENTURY-MILLERSBURG,NEW CENTURY FS A DIV OF GROWMARK,0017000000yIQsb,TRUCK,TRUCK,"","",52308,"MILLERSBURG, IA"
22492 FM 2154,US,30.4657528,-96.1998993,"AMERICAN PLANT MILLICAN, TX",AMERICAN PLANT FOOD CORP GALENA PARK TX,0017000000yIV2c,RAIL|TRUCK,RAIL|TRUCK,UP,682880000,77866,"MILLICAN, TX"
204 STOKELY RD,US,45.5301,-92.4981,LANDMARK SERVICES-MILLTOWN,LANDMARK SERVICES COOPERATIVE DBA ALCIVIA,0017000000yIUvX,TRUCK,TRUCK,"","",54858,"MILLTOWN, WI"
"",US,37.40665,-121.88906,MILPITAS CA- RR STATION,"","",RAIL,RAIL,UP,876712000,95035,"MILPITAS, CA"
602 EUCLID AVE,US,44.4193,-95.5536,FARMERS COOPERATIVE-MILROY,FARMERS COOPERATIVE ASSOCIATION MILROY MN,0017000000yIUVk,TRUCK,TRUCK,"","",56263,"MILROY, MN"
"",US,48.6251,-98.0432,MILTON ND- RR STATION,"","",RAIL,RAIL,BNSF,511377000,58260,"MILTON, ND"
26 SUNSET AVE,US,44.640343,-73.105217,LAWRENCE D-MILTON,LAWRENCE D OLIVER SEED COMPANY INC,,RAIL,RAIL,NECR,133721000,05468,"MILTON, VT"
"",US,43.03403,-87.91495,MILWAUKEE WI- RR STATION,"","",RAIL,RAIL,CPRS|UP|WSOR,336000000,53203,"MILWAUKEE, WI"
ZTS 1401,US,41.8091217,-103.5033687,MIDWEST PMS-MINATARE,MIDWEST PMS LLC,,RAIL,RAIL,BNSF,556324000,69356,"MINATARE, NE"
500 WALNUT ST,US,41.758583,-94.031065,HEARTLAND COOP-MINBURN,HEARTLAND COOP,0017000000yIUxp,TRUCK,TRUCK,"","",50167,"MINBURN, IA"
826 NW 3RD ST,US,35.327869,-97.942544,MINCO GRAIN-MINCO,MINCO GRAIN AND FEED,,TRUCK,TRUCK,,,73059,"MINCO, OK"
1296 K RD,US,40.4988,-98.9405,COOPERATIVE PRODUCERS-MINDEN,COOPERATIVE PRODUCERS INC,0017000001BfwGG,TRUCK,TRUCK,,,68959,"MINDEN, NE"
711 S HWY 105,US,36.8914,-89.5384,NUTRIEN AG-MINER,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,TRUCK,TRUCK,"","",63801,"MINER, MO"
619 HWY 23,US,42.8443,-90.1569,NUTRIEN AG-MINERAL POINT,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,TRUCK,TRUCK,"","",53565,"MINERAL POINT, WI"
206 W RAILRD ST,US,41.768814,-93.284328,NUTRIEN AG-MINGO,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,TRUCK,TRUCK,"","",50168,"MINGO, IA"
925 N HWY 24,US,42.75293,-113.502197,LAND VIEW-MINIDOKA,LAND VIEW INC,0017000000yIUvY,RAIL|TRUCK,RAIL|TRUCK,EIRR|UP,837252000,83350,"MINIDOKA, ID"
103 N MAIN AVE,US,40.4339,-89.3155,NUTRIEN AG-MINIER,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,TRUCK,TRUCK,"","",61759,"MINIER, IL"
452 CR 7,US,37.421083,-99.996476,J R-MINNEOLA,J R SIMPLOT COMPANY,0017000000yIW31,TRUCK,TRUCK,,,67865,"MINNEOLA, KS"
12485 110 RD,US,37.548289,-100.034826,HARSHBERGER FARMS-MINNEOLA,HARSHBERGER FARMS,,TRUCK,TRUCK,,,67865,"MINNEOLA, KS"
10905 WILDFIRE RD,US,37.55072,-100.047791,ALLIED AG-MINNEOLA,ALLIED AG SOLUTIONS LLC,0010g00001fbuTh,TRUCK,TRUCK,,,67865,"MINNEOLA, KS"
50 W CHESTNUT,US,40.9116,-89.0352,HELENA AGRIENTERPRISES-MINONK,HELENA AGRIENTERPRISES LLC,0017000000yIUxo,TRUCK,TRUCK,"","",61760,"MINONK, IL"
100 NE 27 ST,US,48.2078,-101.2788,FARSTAD OIL (MINOT),FARSTAD OIL INC,0014u000020TJFc,RAIL,RAIL,BNSF,513670000,58701,"MINOT, ND"
1620 27TH ST SE,US,48.219536,-101.253891,DAKOTA AGRONOMY-MINOT,DAKOTA AGRONOMY PARTNERS LLC,0017000000yW3yc,RAIL,RAIL,BNSF|CPRS,513670000,58701,"MINOT, ND"
305 27TH ST SE,US,48.233513,-101.252109,WILBURELLIS COMPANY-MINOT,WILBURELLIS COMPANY,0017000000yIUoL,RAIL|TRUCK,RAIL|TRUCK,BNSF,513670000,58701,"MINOT, ND"
62750 DOGWOOD RD,US,41.584785,-86.116193,BURGERS FARM-MISHAWAKA,BURGERS FARM,,TRUCK,TRUCK,,,46544,"MISHAWAKA, IN"
"",US,46.87267,-113.98643,MISSOULA MT- RR STATION,"","",RAIL,RAIL,BNSF,714170000,59801,"MISSOULA, MT"
1860 335TH ST,US,41.520426,-95.944812,AGRILAND FS-MISSOURI VALLEY,AGRILAND FS INC,0017000000yIV32,TRUCK,TRUCK,,,51555,"MISSOURI VALLEY, IA"
222 LINCOLN HWY,US,41.557726,-95.881135,HEARTLAND COOP-MISSOURI VALLEY,HEARTLAND COOP,0017000000yIUxp,TRUCK,TRUCK,"","",51555,"MISSOURI VALLEY, IA"
1800 ELEVATOR RD,US,43.7228,-98.0506,CHS INC-MITCHELL,CHS INC,0017000000yIV1Q,RAIL|TRUCK,RAIL|TRUCK,BNSF|RWRR,528230000,57301,"MITCHELL, SD"
10899 NE 70TH AVE,US,41.688349,-93.375048,LANDUS COOPERATIVE-MITCHELLVILLE,LANDUS COOPERATIVE,0017000000yIUz4,TRUCK,TRUCK,"","",50169,"MITCHELLVILLE, IA"
500 COCHRANE CAUSEWAY,US,30.7036,-88.0325,TAMINCO US (MOBILE),TAMINCO US LLC,0010g00001kj568,TRUCK,TRUCK,,"",36610,"MOBILE, AL"
500 COCHRANE CSWY,US,30.703723,-88.031898,"BWC TERMINALS MOBILE, AL",BWC TERMINALS LLC,,RAIL|TRUCK,RAIL|TRUCK,AGR|CSXT,479800000,36610,"MOBILE, AL"
ZTS 6501 GROVE MT,US,47.0527741,-109.9100286,UNITED GRAIN-MOCCASIN,UNITED GRAIN CORP,,RAIL|TRUCK,RAIL|TRUCK,BNSF,706462000,59462,"MOCCASIN, MT"
1408 GROVE LN,US,47.0553,-109.877096,CHS INC-MOCCASIN,CHS INC,0017000000yIV1Q,TRUCK,TRUCK,,,59462,"MOCCASIN, MT"
"",US,41.61858,-96.00974,MODALE IA- RR STATION,"","",RAIL,RAIL,UP,547893000,51556,"MODALE, IA"
300 E MARTIN ST,US,41.619492,-96.008647,HEARTLAND COOP-MODALE,HEARTLAND COOP,0017000000yIUxp,TRUCK,TRUCK,"","",51556,"MODALE, IA"
624 E SERVICE RD,US,37.5782816,-120.9851227,"STANISLAUS FARM MODESTO, CA",STANISLAUS FARM SUPPLY COMPANY,0017000000yITA4,RAIL|TRUCK,RAIL|TRUCK,UP,875850000,95358,"MODESTO, CA"
,US,38.0297,-89.9906,MFA INCORPORATED-MODOC,MFA INCORPORATED,0017000000yIUvC,TRUCK,TRUCK,"","",62261,"MODOC, IL"
102 INDUSTRIAL AVE,US,48.764122,-101.500206,ENVISION COOPERATIVE-MOHALL,ENVISION COOPERATIVE,001700000130mqT,TRUCK,TRUCK,,,58761,"MOHALL, ND"
806 HWY 5 W,US,48.76432192,-101.534788528,BOWERS AERIAL-MOHALL,BOWERS AERIAL LLC,0014u00001txdls,TRUCK,TRUCK,,,58761,"MOHALL, ND"
3655 94TH ST NW,US,48.778051,-101.510639,ANDY GATES-MOHALL,ANDY GATES,,TRUCK,TRUCK,,,58761,"MOHALL, ND"
10188 35TH AVE NW,US,48.890006,-101.469745,WAYNE DRANGSHOLT-MOHALL,WAYNE DRANGSHOLT,,TRUCK,TRUCK,,,58761,"MOHALL, ND"
3377 STATE HWY 18 N,US,31.5796,-102.8964,BULK TRANSFER (MONAHANS),BULK TRANSFER LLC,"",RAIL,RAIL,TXN|UP,694910000,79756,"MONAHANS, TX"
8762 85TH ST SE,US,46.183948,-98.556588,TYLER KINZLER-MONANGO,TYLER KINZLER,,TRUCK,TRUCK,,,58436,"MONANGO, ND"
790 CORINTH RD,US,35.604041,-79.04895,ARCLIN USA-MONCURE,ARCLIN USA LLC,0017000000yIUlr,RAIL|TRUCK,RAIL|TRUCK,CSXT,412878000,27559,"MONCURE, NC"
111 N MAIN ST,US,41.710945,-96.023778,HEARTLAND COOP-MONDAMIN,HEARTLAND COOP,0017000000yIUxp,RAIL|TRUCK,RAIL|TRUCK,UP,547857000,51557,"MONDAMIN, IA"
735 E MAIN ST,US,44.5678,-91.6582,LANDMARK SERVICES-MONDOVI,LANDMARK SERVICES COOPERATIVE DBA ALCIVIA,0017000000yIUvX,TRUCK,TRUCK,"","",54755,"MONDOVI, WI"
1530 90TH ST,US,40.8522,-90.6144,RIVERLAND FS-MONMOUTH,RIVERLAND FS INC,0017000000yIR9a,TRUCK,TRUCK,"","",61462,"MONMOUTH, IL"
"",US,40.83281,-86.87736,MONON IN- RR STATION,"","",RAIL,RAIL,CSXT,366426000,47959,"MONON, IN"
114 N MAIN ST,US,43.0538,-91.3891,INNOVATIVE AG-MONONA,INNOVATIVE AG SERVICES CO,0017000000yIUxI,TRUCK,TRUCK,"","",52159,"MONONA, IA"
"",US,32.50322,-92.10424,MONROE LA- RR STATION,"","",RAIL,RAIL,ALM|KCS,652340000,71201,"MONROE, LA"
158 S WEBSTER ST,US,41.473477,-97.598068,CVA COOPERATIVE-MONROE,CVA COOPERATIVE,0014u00001wr1GJ,TRUCK,TRUCK,,,68647,"MONROE, NE"
36262 ST NE22,US,41.4898,-97.6066,CENTRAL VALLEY-MONROE,CENTRAL VALLEY AG COOPERATIVE NONSTOCK,0017000000yIV16,RAIL|TRUCK,RAIL|TRUCK,NCRC|UP,554164000,68647,"MONROE, NE"
217 E STRETCH ST,US,47.858154,-121.968982,WOLFKILL FEED-MONROE,WOLFKILL FEED AND FERTILIZER,,RAIL,RAIL,BNSF,844767000,98272,"MONROE, WA"
861 S 11TH ST,US,41.719967,-122.533825,SOUSA AG-MONTAGUE,SOUSA AG SERVICE,,RAIL,RAIL,CORP|UP,870530000,96064,"MONTAGUE, CA"
2701 E COUNTY RD 1 S,US,37.56126,-106.100631,WILBURELLIS COMPANY-MONTE VISTA,WILBURELLIS COMPANY,0017000000yIUoL,RAIL|TRUCK,RAIL|TRUCK,CXRG|SLC|SLRG|UP,757519000,81144,"MONTE VISTA, CO"
2060 S RD 5 E,US,37.6613232,-106.057284,POOLE CHEMICAL-MONTE VISTA,POOLE CHEMICAL COMPANY INC,,RAIL|TRUCK,RAIL|TRUCK,CXRG|SLRG|UP,757519000,81144,"MONTE VISTA, CO"
4080 COUNTY RD 15 SW,US,44.910394,-95.67344,MULTI COUNTY-MONTEVIDEO,MULTI COUNTY AG LLC,0017000000yIUuG,TRUCK,TRUCK,"","",56265,"MONTEVIDEO, MN"
29502 COUNTY RD 12,US,37.583575,-100.451435,NUTRIEN AG-MONTEZUMA,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,RAIL|TRUCK,RAIL|TRUCK,BNSF,598384000,67867,"MONTEZUMA, KS"
6511 Y RD,US,37.593,-100.4531,PRIDE AG-MONTEZUMA,PRIDE AG RESOURCES,0017000000yIV02,TRUCK,TRUCK,,,67867,"MONTEZUMA, KS"
226 N WALKER ST,US,38.976597,-91.507408,MFA INCORPORATED-MONTGOMERY CITY,MFA INCORPORATED,0017000000yIUvC,TRUCK,TRUCK,"","",63361,"MONTGOMERY CITY, MO"
825 WALKER ST,US,32.390534,-86.314566,GREENPOINT AG-MONTGOMERY,GREENPOINT AG,0014u00001znnzb,RAIL,RAIL,CSXT,475630000,36104,"MONTGOMERY, AL"
5070 E 100 N,US,38.666779,-87.067587,HELENA AGRIENTERPRISES-MONTGOMERY,HELENA AGRIENTERPRISES LLC,0017000000yIUxo,TRUCK,TRUCK,,,47558,"MONTGOMERY, IN"
36526 STATE HWY 13,US,44.420939,-93.587751,RIVER COUNTRY-MONTGOMERY MN,RIVER COUNTRY COOPERATIVE,0017000001Uy2EK,TRUCK,TRUCK,,,56069,"MONTGOMERY, MN"
36526 STATE HWY 13,US,44.4210858,-93.5876909,"RIVER COUNTRY MONTGOMERY, MN",RIVER COUNTRY COOPERATIVE,0017000001Uy2EK,RAIL|TRUCK,RAIL|TRUCK,UP,508033000,56069,"MONTGOMERY, MN"
2010 S MAIN ST,US,42.211,-91.1904,INNOVATIVE AG-MONTICELLO,INNOVATIVE AG SERVICES CO,0017000000yIUxI,TRUCK,TRUCK,"","",52310,"MONTICELLO, IA"
,US,40.0299,-88.5702,GROWMARK INC-MONTICELLO,GROWMARK INC,0017000000yIUyR,TRUCK,TRUCK,"","",61856,"MONTICELLO, IL"
"",US,40.75216,-86.76422,MONTICELLO IN- RR STATION,"","",RAIL,RAIL,CSXT,366440000,47960,"MONTICELLO, IN"
15910 N 2300TH ST,US,39.146047,-88.377973,EFFINGHAM EQUITY-MONTROSE,EFFINGHAM EQUITY,0017000000yIUzn,TRUCK,TRUCK,"","",62445,"MONTROSE, IL"
10384 EDDY GATESVILLE PKWY,US,31.331916,-97.417257,TSW FARMS-MOODY,TSW FARMS,,TRUCK,TRUCK,,,76557,"MOODY, TX"
28033 US HWY 27,US,26.8027087,-81.0798442,"WEDGWORTHS INC MOORE HAVEN, FL",WEDGWORTHS INC,0017000000yIUoi,RAIL|TRUCK,RAIL|TRUCK,SCXF,498840000,33471,"MOORE HAVEN, FL"
201 W FERGUS AVE,US,46.9748325,-109.6970296,LEWISTOWN PROPANE-MOORE,LEWISTOWN PROPANE FERTILIZER LLC,0014u00002313Yi,TRUCK,TRUCK,,,59464,"MOORE, MT"
113 FERGUS AVE,US,46.975193,-109.697304,MOORE FARMERS-MOORE,MOORE FARMERS OIL CO,,TRUCK,TRUCK,,,59464,"MOORE, MT"
302 FRONT ST,US,46.269501,-96.87419,CHS INC-MOORETON,CHS INC,0017000000yIV1Q,RAIL,RAIL,BNSF|RRVW,517149000,58061,"MOORETON, ND"
30428 PINE AVE,US,41.918482,-95.850829,AGRILAND FS-MOORHEAD,AGRILAND FS INC,0017000000yIV32,TRUCK,TRUCK,"","",51558,"MOORHEAD, IA"
29552 STATE HWY 183,US,41.927841,-95.836609,FARM SERVICE-MOORHEAD,FARM SERVICE COOP,0017000000yIUzJ,TRUCK,TRUCK,,,51558,"MOORHEAD, IA"
1831 50TH AVE S,US,46.817281,-96.747805,J R-MOORHEAD,J R SIMPLOT COMPANY,0017000000yIW31,RAIL,RAIL,BNSF,503970000,56560,"MOORHEAD, MN"
2012 28TH AVE S,US,46.8491622,-96.7458018,MACROSOURCE MOORHEAD,MACROSOURCE LLC,0014u00001zo2Xu,RAIL|TRUCK,RAIL|TRUCK,BNSF,503970000,56560,"MOORHEAD, MN"
1208 MAIN ST,US,42.41353,-94.3573,NEW COOP-MOORLAND,NEW COOPERATIVE INC,0017000000yIUtv,RAIL|TRUCK,RAIL|TRUCK,UP,543691000,50566,"MOORLAND, IA"
1358 HWY 65,US,45.8614,-93.2966,NUTRIEN AG-MORA,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,TRUCK,TRUCK,"","",55051,"MORA, MN"
801 W N ST,US,40.892428,-92.828041,AGRILAND FS-MORAVIA,AGRILAND FS INC,0017000000yIV32,RAIL|TRUCK,RAIL|TRUCK,BNSF|CPRS|ISRY|NS,538922000,52571,"MORAVIA, IA"
2774 HWY 5,US,40.9026,-92.8291,NUTRIEN AG-MORAVIA,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,TRUCK,TRUCK,"","",52571,"MORAVIA, IA"
711 FRONT ST,US,44.416725,-94.926841,FARMWARD COOPERATIVE-MORGAN,FARMWARD COOPERATIVE,0017000000yIUxr,TRUCK,TRUCK,"","",56266,"MORGAN, MN"
111 W ALLEN AVE,US,39.466311,-97.206884,WILBURELLIS COMPANY-MORGANVILLE,WILBURELLIS COMPANY,0017000000yIUoL,TRUCK,TRUCK,,,67468,"MORGANVILLE, KS"
1480 S 100 E,US,40.980518,-87.376474,ONATAH FARMS-MOROCCO,ONATAH FARMS LLC,,TRUCK,TRUCK,,,47963,"MOROCCO, IN"
132 POSTLE AVE,US,40.684208,-83.211452,MORRAL COMPANIES-MORRAL,MORRAL COMPANIES,,RAIL|TRUCK,RAIL|TRUCK,CSXT,348520000,43337,"MORRAL, OH"
498 270TH ST,US,39.899296,-95.719316,MORRILL ELEVATOR-MORRILL,MORRILL ELEVATOR INC NH3 PLANT,,TRUCK,TRUCK,,,66515,"MORRILL, KS"
70715 US26,US,41.9628989,-103.935525,SIMPLOT GROWER-MORRILL,SIMPLOT GROWER SOLUTIONS,,TRUCK,TRUCK,,,69358,"MORRILL, NE"
70927 HWY 26,US,41.963207,-103.931886,WESTCO -MORRILL,WESTCO,0010g00001eOKuX,RAIL,RAIL,BNSF,556347000,69358,"MORRILL, NE"
4673 WEITZ RD,US,41.351523,-88.495836,MASTERBLEND INTERNATION-MORRIS,MASTERBLEND INTERNATION LLC,,RAIL|TRUCK,RAIL|TRUCK,CSXT,384620000,60450,"MORRIS, IL"
10711087 CEMETERY RD,US,41.3682,-88.3933,ADM FERTILIZER-MORRIS,ADM FERTILIZER DIVISION OF ARCHER DANIELS MIDLAND,0017000000yIUjP,TRUCK,TRUCK,"","",60450,"MORRIS, IL"
8005 TABLER RD,US,41.406324,-88.338309,NOURYON SURFACE-MORRIS,NOURYON SURFACE CHEMISTRY LLC,0014u00001px86Q,RAIL,RAIL,CN,384616000,60450,"MORRIS, IL"
20944 STATE HWY 9,US,45.601,-95.928,MORRIS COOP-MORRIS,MORRIS COOP ASSOCIATION,0017000000yIUWX,TRUCK,TRUCK,"","",56267,"MORRIS, MN"
450 E 400 N RD,US,39.4055,-89.4511,NUTRIEN AG-MORRISONVILLE,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,RAIL|TRUCK,RAIL|TRUCK,NS,392793000,62546,"MORRISONVILLE, IL"
"",US,39.67541,-85.69807,MORRISTOWN IN- RR STATION,"","",RAIL,RAIL,CSXT,372114000,46161,"MORRISTOWN, IN"
6676 250TH ST W,US,44.224061,-93.397279,AG PARTNERS-MORRISTOWN,AG PARTNERS COOP,0017000000yIV3H,TRUCK,TRUCK,"","",55052,"MORRISTOWN, MN"
1001 NEW FORD MILL RD,US,40.16,-74.7677,B&J GROUP (MORRISVILLE),B&J GROUP INC,"",RAIL,RAIL,CSXT|NS,207310000,19067,"MORRISVILLE, PA"
"",US,33.57106,-84.34235,MORROW GA- RR STATION,"","",RAIL,RAIL,NS,459055000,30260,"MORROW, GA"
112 CIMARRON ST,US,37.3222,-101.2038,SKYLAND GRAIN-MOSCOW,SKYLAND GRAIN LLC,0017000000yW3oV,RAIL|TRUCK,RAIL|TRUCK,BNSF|CVR,599714000,67952,"MOSCOW, KS"
14794 RD 13 SE,US,46.8975,-119.43,WILBUR ELLIS- MOSES LAKE,KOCH FERTILIZER LLC,0017000000yIUvv,RAIL|TRUCK,RAIL|TRUCK,BNSF|CBRW,842655000,98837,"MOSES LAKE, WA"
46 RD R SE,US,47.08571,-119.116581,J R-MOSES LAKE,J R SIMPLOT COMPANY,0017000000yIW31,RAIL,RAIL,BNSF|CBRW,842661000,98837,"MOSES LAKE, WA"
2624 RD N NE,US,47.1232,-119.196123,NUTRIEN AG-MOSES LAKE,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,RAIL|TRUCK,RAIL|TRUCK,BNSF|CBRW,842652000,98837,"MOSES LAKE, WA"
13583 WHEELER RD NE,US,47.1303489,-119.2023717,TWO RIVERS-MOSES LAKE,TWO RIVERS TERMINAL LLC,0017000000yW3YA,RAIL,RAIL,BNSF|CBRW,842652000,98837,"MOSES LAKE, WA"
14794 RD 1 3 SE,US,47.1334,-119.2931,WILBURELLIS COMPANY-MOSES LAKE,WILBURELLIS COMPANY,0017000000yIUoL,RAIL|TRUCK,RAIL|TRUCK,BNSF|CBRW,842655000,98837,"MOSES LAKE, WA"
7245 JUNIPER DR,US,46.3794,-102.3304,GARRETT SWINGLER-MOTT,GARRETT SWINGLER,,TRUCK,TRUCK,,,58646,"MOTT, ND"
1201 N MAIN ST,US,31.194991,-83.789784,NUTRIEN AG-MOULTRIE,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,RAIL,RAIL,GFRR,468660000,31768,"MOULTRIE, GA"
7803 S HWY 7,US,38.1428068,-94.8135731,BEACHNER GRAIN-MOUND CITY,BEACHNER GRAIN INC,0017000000yW3jT,TRUCK,TRUCK,,,66056,"MOUND CITY, KS"
307 W COLE ST,US,38.2027119,-97.5227512,"MID KANSAS MOUNDRIDGE, KS",MID KANSAS COOPERATIVE ASSOCIATION,0017000000yIUug,RAIL|TRUCK,RAIL|TRUCK,UP,586783000,67107,"MOUNDRIDGE, KS"
1203 RISING RIDGE RD,US,39.368163,-77.170589,"WILLARD AGRI MOUNT AIRY, MD",WILLARD AGRI SERVICE OF MT AIRY,,RAIL|TRUCK,RAIL|TRUCK,CSXT,232860000,21771,"MOUNT AIRY, MD"
